Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
Naptown Soul Club : March Edition,"3/17/2018, 10:30:00 PM",1,0,0,0,0,,electronic,7,76,0,76,0,356,0,0,1,1,0,2,1,,,,,,0,0,0,0,0,0,0,Featuring the most banging grooves from the nastiest of the funk underground  Naptown Soul Club is a vinyl DJ dance night at Pioneer that occurs every 3rd Saturday of the month! Come get your freak on.  Brought to you by Dark Matter Coffee  Central State Brewing  and Damir Brand  March 17 $5 21+ 10:30pm  With DJ performances by : DJ Paren Antonio Leiriao DJ Salazar  & Rasul DJ   Focusing on regional artists who have paved the way for generations of soul and R&B to thrive and prosper in the midwest  Naptown Soul Club is a bombastic blend of retro and contemporary soul; '45 spinning  vinyl ripping. At these dance nights  you'll have exclusive aural access to songs that you can't hear anywhere else.  *Occurs every 3rd Saturday of the month*,
High Up / Whispertown / Jake Bellows,"3/16/2018, 10:00:00 PM",1,0,0,0,0,,rock,52,148,0,148,0,1,0,0,1,3,0,5,3,,,,,,0,0,0,0,0,0,0,High Up (Omaha  NE) and Whispertown (LA) With special guest Jake Bellows!  March 16 10pm $8 adv / $10 door 21+  Lineup : 10:30pm - Jake Bellows 11:15pm - Whispertown 12:00am - High Up  ›››››››››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹›››››››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹  High Up A collaboration mixing elements of indie  punk and soul that showcased Christine’s powerful vocals and Orenda’s seasoned songwriting. The band  which includes Josh Soto  Todd Fink (The Faint) and Matt Focht (Head of Femur  Bright Eyes) draws from a wide variety of influences- from Janis Joplin  Sam Cooke  and Screamin' Jay Hawkins to Dead Kennedys and The Birthday Party. Their debut record  “You Are Here” was produced by Mike Mogis (Bright Eyes  First Aid Kit  Monsters of Folk) at ARC Studios in Omaha  Nebraska. Look for it in early 2018. https://high-up-tl.bandcamp.com/album/high-up  Whispertown Folk Rock outta LA http://www.whispertown.com  Jake Bellows Musician from Omaha  NE who has been playing shows around this fine country and the world since 1993. He is NOT a young man anymore:) http://twitter.com/jakebellows,
Heaven Honey / The Resource Network / Louie Louie,"3/15/2018, 10:00:00 PM",0,0,0,0,0,,rock,43,102,0,102,0,286,0,0,1,2,0,5,2,,,,,,0,0,0,0,0,0,0,Bloomington pop outfit Heaven Honey coming to Pioneer - backed by The Resource Network and Louie Louie  March 15 doors at 9pm $5 21+  10pm - The Resource Network 10:45pm - Louie Louie 11:30pm - Heaven Honey  ›››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››  Heaven Honey https://heavenhoney.bandcamp.com  Resource Network post-punk / Indy https://theresourcenetwork.bandcamp.com  Louie Louie https://louielouieinc.bandcamp.com/,
Sweet Poison Victim w/ Laurel & the Love-In and DJ Kyle Long,"3/10/2018, 10:30:00 PM",1,0,0,0,0,,electronic,30,116,0,116,0,1,0,0,2,4,0,4,4,,,,,,0,0,0,0,0,0,0,Palm Wine Discotheque  Every second Saturday of the month Sweet Poison Victim  joined by DJ Kyle Long  hit fountain square with a bombastic night of afro-jams.  This month's SPV / KL mashup features Laurel & the Love-In!  March 10th 10:30pm ›‹ $5 ›› Pioneer Indy 21+  DJ Kyle Long to spin before  in-between  and after the bands.  Laurel & the Love-In Rock n roll from the Sutherland https://www.laurelandthelovein.com/  Sweet Poison Victim Afrobeat sensationalists straight outta Naptown. https://sweetpoisonvictim.bandcamp.com/,
BARK! Stand Up for Indy Humane,"3/8/2018, 9:00:00 PM",0,0,0,0,0,,other,7,37,0,37,,,,,,,,,,,,,,,,,,,,,,This month we have the drop-dead funny Dustin Meadows coming from Columbus OH and he's bringing some heat with him Garrett Snipes! Plus some local flavor and your trusty host Tyson Cox. Come get some drinks and support a good cause. $10 suggested donation.,
DJ Modest : Pint Night Spins,"3/7/2018, 10:00:00 PM",0,0,0,0,0,,electronic,5,7,0,7,0,463,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Pint Night's every Wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by DJ modest. http://www.soundcloud.com/nawyeahnawyeah  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free,
Square Peg Round Hole / Big Robot,"3/3/2018, 10:00:00 PM",1,0,0,0,0,,rock,35,87,0,87,0,0,0,0,1,1,0,1,1,,,,,,0,0,0,0,0,0,0,Brought to you by the Music and Arts Technology IUPUI and the IUPUI Arts and Humanities Institute!  Percussion-driven instrumental Philly rockers Square Peg Round Hole are hitting Pioneer backed by Big Robot   Mar. 3 10:30pm $7 21+  Square Peg Round Hole Elegant  articulate  and expansive  Juniper  the new record from instrumental percussion trio Square Peg Round Hole manages to convey – and evoke – an entire range of human emotions despite its lack of a single sung word. “Because we are an instrumental group  our hope is that people connect with the songs and assign their own meanings to them ” says Evan Chapman. ”Without lyrics telling the listener how to feel  it leaves the music as an open-ended question.” A sonic mirror reflecting the listener’s subconscious emotional state back at themselves  Juniper engages with the fundamental and primeval.  http://squarepegroundhole.me  Big Robot Big Robot creates artistic works that interweave aesthetic expression with computer interactivity  media and information technology. With integration of sound/video design  live percussion and electronics  the group creates a multi-dimensional performance that explores the cross points of virtual and physical gesture  sound and space. http://www.bigrobot.org/,
First Friday : Handgrenades / Tombaugh Regio / gnz,"3/2/2018, 10:30:00 PM",1,0,0,0,0,,electronic,22,66,0,66,0,7,0,0,1,4,0,5,4,,,,,,0,0,0,0,0,0,0,First Friday at Pioneer in March features Detroit Indierock group Handgrenades w/ locals Tombaugh Regio OBTUSE / hakk.haus dj gnz to close out the night  Featured artist Noah Miles will have some works on display all night!  March 2nd 10:30pm FREE 21+  10:30pm - Tombaugh Regio 11:15pm - Handgrenades  w/ gnz to spin before  after   and in between the bands  ›››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹››››››››››››››››››››››‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹  Noah Miles - visual artist https://www.instagram.com/squiddlyrobbins/?hl=en  ‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹‹  Handgrenades  It’s no easy task for a band to progress their sound while retaining the distinctive elements honed in their early years. But Detroit’s the HandGrenades have pulled off this feat with aplomb  undergoing an evolution in both their physical makeup and sonic composition since forming in 2008. With 2011’s debut EP Three Cheers For the Wonder Years  the group established their trademark Beatlesesque melodies and three-part vocal harmonies  served with some garage rock edge and a bit of Motown flavor thrown in for good measure. The paradigm continued in a more refined manner with 2012’s full-length The Morning After  singer-songwriters Nick Chevillet and Andrew Pawelski (also on guitar and bass  respectively) alternating and merging vocals  Tom Pawelski on second guitar and vocals  and Joby Kaslowski manning the drum kit. Two years on  Jesse Shepherd-Bates stepped in when Tom moved on and Joel Sanders joined to add keys to the mix. With 2014’s Zach Shipps-produced 52 EP  the newly configured quintet’s guitar-driven structures surge with galvanizing immediacy while displaying some more some ethereal  experimental tones. Their latest video — for 52’s closing track  “Wrapped in Plastic” —premiered on PopMatters and the group is eying a sophomore LP on the horizon. In the meantime  catch them live to be privy to one of the mitten state’s most energetic group of ruffians.  - Cole Waterman http://HANDGRENADESBAND.com  Tombaugh Regio Tombaugh Regio is an Indianapolis-based 22nd Century noise pop trio. They will free you from your earthly shackles and take you on a cosmic journey with their Space Age soundz. With heart-on-sleeve sincerity  they combat cynicism using upbeat melodies  propulsive rhythms  and intricate harmonies. They invite all repentant pessimists and carefree dancers to join them on their crusade. http://tombaughregiomusic.com/  gnz https://soundcloud.com/a_gnzls,
False Ragu VI - 'The Sixth One',"2/28/2018, 10:00:00 PM",0,0,0,0,0,,other,2,5,0,5,0,131,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,False Ragu VI Feb 28 10pm FREE Pint Night at Pioneer  Guys!  We figured it out!  Shitty movies that we love  that’s what we’re doin right now!  So get you hair in a pony  wax those mustachios and put on those knee highs cuz we are watching and talking about the 1974 classic dystopian shit show known as Zardoz  starring Sean Connery  and Charlotte Rampling.  And a giant floating head named Zardoz that pukes out guns at red brief wearing ‘Brutals.’  Also Jacob Eaton is guest  singer  songwriter  musician.  To play a song and discuss the finer nuances between an Australian and Kiwi accent  as well as play our new game  “What kind of Shark is it?”  Starring Nic and Porsha  Indianapolis power couple and founder of Cats for Syria.  Also musical direction by the blind maestro JB.  And corrections and redactions by mild mannered ‘Gelman’ Jawn Anderson.,
Spellbound DJ Dance Night: February 2018 Edition,"2/24/2018, 10:30:00 PM",1,0,0,0,0,,electronic,128,264,0,264,,,,,,,,,,,,,,,,,,,,,,The last Saturday of every month  Jagermeister & Indy CD & Vinyl present: SPELLBOUND DJ DANCE NIGHT with hosts Andy & Annie from A-Squared Industries and DJ Evil Twin Darkwave / Goth / Industrial / Dark Alternative / 80s / Postpunk / Electro / Bloghouse / Witchhouse / Dark open-format DJ dance night at Pioneer Indy in Fountain Square - Indianapolis  Saturday February 24th 2018 10:30pm special guest Ellie Herring from Lexington  KY $5 cover at the door | 21+ with valid ID  Photos by Greg  The Mayor  www.spellboundindy.com,
Wood Chickens // The Resource Network // Lucy Furr,"2/23/2018, 10:30:00 PM",1,0,0,0,0,,rock,22,33,0,33,0,1,0,0,0,4,0,6,4,,,,,,0,0,0,0,0,0,0,punk.  Feb 23 10:30pm $5 21+  Wood Chickens A caffeine fueled cowpunk outfit burning down barns across the U.S. of A. http://woodchickens.bandcamp.com  The Resource Network Founded in the ruins of misguided and poorly constructed leadership. The Resource Network is a metaphorical platform for refugees of society and condemnation. We set our eyes on providing the best product for our consumers. If they are happy our pockets are full. https://theresourcenetwork.bandcamp.com  Lucy Furr Inflicting loud  angry  and generally unpleasant punk on the greater Indianapolis area and beyond. http://lucyfurr.bandcamp.com,
Uniiqu3 & Dai Burger : Nailz n Ponytailz Tour at Pioneer Indy,"2/22/2018, 10:00:00 PM",0,0,0,0,0,,hiphop,18,24,0,24,0,0,0,0,1,3,0,11,3,,,,,,0,0,0,0,0,0,0,Feb 22 10pm $8 pre-sale / $10 door 21+  Advanced Tickets : http://www.pioneerindy.com/events-calendar/2018/2/22/uniiqu3-dai-burger  Lineup :   10:00pm - DJ Little Town 10:45pm - Dai Burger 11:45pm - UNIIQU3  ›››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››››  UNIIQU3 is the future of dance music  who continues to raise the bar by pushing the genre forward. She is on a mission to inspire others by proving to the world that you can do whatever you want as long as you work hard and stay true to yourself. Be on the lookout for her debut EP on NLV Records coming Summer 2017. https://soundcloud.com/uniiqu3   Dai Burger is a Hip-Pop star  fashion icon  trendsetter and your not-so-typical role model! Dai Burger’s lyrics boast of female empowerment and sexual liberation for all. She masters the art of appealing to her core audience  all while entertaining and gaining the attention of corporate industry officials. Her fan base rang- ing from New York to Los Angeles  with recent requests pouring in from overseas  including but not limited to Canada  London and Italy! Dai Burger’s growing success can be attributed to her numerous mixtapes and videos which drove the Internet into Burger Frenzies! Her debut mixtape  “MyMixxxyTape” with the hit single “Wild Thing” and its vividly sexy and fun video  first got the tri-state tuning in. She then followed up with “Raw Burger the LP” sporting a beach body and oozing burger as cover art  and it then was clear; The Burger Brand was not to be underestimated. Her latest“IN YA MOUF” (2014) has really upped the ante  gaining Dai notoriety on larger scales than ever before! With “Souffle” as the lead single and a video truly worthy of being premiered via Interview Magazine  The release of “IN YA MOUF” was so highly-anticipated  it was released via Complex Magazine. Dai Burger has been featured asRolling Stone’s Artist to Watch (2014) as well as being named one of the Top 5 Female Rappers of 2014 by the notable Refinery29. The lists goes on andon... http://www.daiburgerworld.com/menu,
Autoresponder : Pint Night Spins,"2/21/2018, 10:00:00 PM",0,0,0,0,0,,electronic,9,9,0,9,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Pint Night's every Wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by Autoresponder  aka Brian Maxwell  *90s funk influenced house and techno*  tunes : https://soundcloud.com/whereismyautoresponder  We have a broad selection of beers available  including choice brews from all over the Europe and the US  including some local favorites. 15 taps in all. Stay tuned for a specific draft list closer to the event.  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free  w/ old school video games installed for your entertainment,
